article;list_price;buying_price
960155230R;83.24;45.78
960155505R;101.62;67.48
960155900R;39.50;21.73
960155927R;55.54;36.88
960156043R;147.28;97.79
960156160R;128.11;85.07
960156479R;184.85;122.74
960156577R;83.24;45.78
960156596R;36.74;24.40
960157076R;97.34;64.63
960157154R;138.34;91.86
960157407R;84.38;56.03
960157443R;110.29;73.23
960157533R;151.88;100.85
960157969R;169.46;112.52
960158180R;83.25;45.79
960158275R;67.89;45.08
960158342R;168.05;111.59
960158501R;161.12;106.98
960158579R;96.23;63.90
960158726R;289.48;192.21
960158807R;129.57;86.03
960158977R;73.40;48.74
960159263R;42.36;23.30
960159529R;157.08;104.30
960159577R;723.02;480.09
960159682R;15.20;10.09
960159926R;61.71;40.98
960159998R;265.94;176.58
960172337R;199.91;102.35
960300006R;233.59;119.48
960300007R;233.59;119.48
960300008R;233.59;119.48
960300010R;251.56;128.67
960300011R;233.59;119.48
960300012R;233.59;119.48
960300053R;210.72;139.92
960300054R;210.72;139.92
960301802R;533.69;354.37
960302834R;350.25;232.57
960304029R;254.88;208.24
960306867R;210.72;139.92
960320029R;37.30;30.47
960320851R;47.39;38.72
960322984R;55.55;45.38
960325054R;110.55;90.32
960325112R;68.10;55.64
960327818R;90.72;60.24
960328021R;19.82;16.19
960328053R;31.19;25.48
960328466R;17.31;14.14
960332268R;47.39;38.72
960332382R;68.10;55.64
960335641R;31.19;25.48
960336496R;110.55;90.32
960336762R;69.08;56.44
960336973R;21.16;17.29
960337068R;37.30;30.47
960339175R;55.55;45.38
960339667R;17.31;14.14
960403169R;114.55;88.66
960429242R;23.53;19.22
960432418R;23.53;19.22
961764JB1A;64.79;52.93
962101002R;88.92;72.65
962103341R;27.56;22.52
962105JN0A;67.28;54.97
962107243R;52.14;42.60
962200727R;92.85;75.86
962203771R;92.85;75.86
962205934R;81.77;66.81
962206588R;71.16;58.14
962209336R;18.29;14.94
962227017R;29.33;23.96
962228824R;21.89;17.88
963C06222R;51.58;36.11
963C10413R;40.52;28.36
963C19084R;134.67;94.27
963010036R;203.65;95.72
963010129R;332.25;156.16
963010152R;287.34;135.05
963010154R;287.34;135.05
963010191R;246.59;115.90
963010192R;260.59;122.48
963010193R;246.59;115.90
963010194R;273.43;128.51
963010201R;345.21;162.25
963010215R;242.10;113.79
963010337R;304.90;143.30
963010363R;356.53;167.57
963010424R;350.77;164.86
963010497R;277.22;130.29
963010508R;306.09;143.86
963010604R;401.72;188.81
963010644R;407.50;191.53
963010651R;388.11;182.41
963010674R;516.96;242.97
963010710R;240.39;112.98
963010714R;229.18;107.71
963010830R;339.45;159.54
963010875R;477.62;224.48
963010936R;264.72;124.42
963010974R;307.22;144.39
963011136R;250.60;117.78
963011233R;289.83;136.22
963011266R;489.98;230.29
963011368R;178.26;83.78
963011402R;516.96;242.97
963011434R;305.43;143.55
963011516R;343.58;161.48
963011541R;277.22;130.29
963011631R;477.62;224.48
963011787R;197.55;92.85
963011798R;388.11;182.41
963011838R;384.91;180.91
963011854R;280.56;131.86
963012015R;297.22;139.69
963012080R;392.34;184.40
963012139R;426.21;200.32
963012196R;306.36;143.99
963012266R;200.96;94.45
963012345R;388.11;182.41
963012395R;245.92;115.58
963012507R;264.72;124.42
963012511R;343.84;161.60
963012634R;126.43;59.42
963012672R;392.34;184.40
963012759R;336.50;158.16
963012763R;434.99;204.45
963012856R;348.80;163.94
963012879R;262.99;123.61
963012943R;318.45;149.67
963012959R;251.69;118.29
963012993R;333.18;156.59
963013186R;301.27;141.60
963013282R;324.45;152.49
963013379R;163.87;77.02
963013417R;304.90;143.30
963013506R;327.25;153.81
963013756R;211.71;99.50
963013764R;231.24;108.68
963013801R;289.83;136.22
963013833R;325.13;152.81
963013871R;161.57;75.94
963013940R;280.75;131.95
963013975R;268.77;126.32
963014110R;384.91;180.91
963014157R;347.18;163.17
963014233R;353.44;166.12
963014254R;211.71;99.50
963014304R;148.57;69.83
963014456R;241.98;113.73
963014492R;197.17;92.67
963014667R;341.17;160.35
963014832R;398.03;187.07
963014878R;305.43;143.55
963014889R;214.98;101.04
963014926R;372.56;175.10
963014929R;392.33;184.40
963014971R;223.43;105.01
963015JN1E;459.46;215.95
963015022R;347.18;163.17
963015041R;339.12;159.39
963015130R;250.62;117.79
963015199R;323.32;151.96
963015207R;146.69;68.94
963015334R;163.40;76.80
963015339R;350.44;164.71
963015364R;426.21;200.32
963015503R;353.44;166.12
963015722R;245.92;115.58
963015743R;250.62;117.79
963015788R;341.86;160.67
963015796R;228.27;107.29
963015810R;163.87;77.02
963015832R;270.30;127.04
963015863R;345.21;162.25
963015919R;163.87;77.02
963015944R;383.69;180.33
963015986R;267.29;125.63
963016012R;434.99;204.45
963016035R;225.94;106.19
963016046R;294.84;138.57
963016196R;270.30;127.04
963016226R;226.01;106.22
963016280R;341.17;160.35
963016314R;347.48;163.32
963016324R;291.30;136.91
963016348R;189.05;88.85
963016361R;320.31;150.55
963016375R;149.10;70.08
963016390R;402.91;189.37
963016439R;326.86;153.62
963016661R;307.41;144.48
963016738R;273.43;128.51
963016739R;122.38;57.52
963016789R;368.09;173.00
963016848R;197.57;92.86
963016851R;477.62;224.48
963016853R;163.87;77.02
963016903R;254.48;119.61
963016982R;166.00;78.02
963017093R;426.21;200.32
963017145R;146.69;68.94
963017162R;321.66;151.18
963017220R;163.87;77.02
963017247R;176.00;82.72
963017272R;239.29;112.47
963017280R;293.57;137.98
963017362R;245.92;115.58
963017410R;254.54;119.63
963017417R;294.73;138.52
963017422R;421.05;197.89
963017464R;165.20;77.64
963017468R;275.24;129.36
963017495R;163.87;77.02
963017552R;317.95;149.44
963017684R;178.69;83.98
963017708R;291.90;137.19
963017812R;477.62;224.48
963017882R;296.32;139.27
963017921R;382.03;179.55
963018013R;325.13;152.81
963018251R;214.92;101.01
963018382R;307.66;144.60
963018392R;323.32;151.96
963018492R;277.22;130.29
963018568R;353.44;166.12
963018572R;129.54;60.88
963018625R;368.09;173.00
963018644R;254.54;119.63
963018663R;336.50;158.16
963018701R;152.10;71.49
963018755R;409.90;192.65
963018796R;214.33;100.74
963018804R;304.90;143.30
963018822R;336.82;158.31
963018865R;330.43;155.30
963018884R;388.11;182.41
963018898R;163.87;77.02
963019035R;406.15;190.89
963019167R;305.43;143.55
963019201R;282.98;133.00
963019329R;426.21;200.32
963019365R;407.50;191.53
963019386R;313.54;147.36
963019417R;337.34;158.55
963019461R;239.29;112.47
963019487R;221.15;103.94
963019543R;1016.48;477.75
963019561R;338.07;158.89
963019589R;196.60;92.40
963019743R;420.14;197.47
963019773R;297.80;139.97
963019810R;398.03;187.07
963019850R;261.75;123.02
963019867R;309.21;145.33
963019902R;216.77;101.88
963020139R;287.34;135.05
963020140R;287.34;135.05
963020141R;287.34;135.05
963020180R;246.59;115.90
963020181R;273.43;128.51
963020182R;246.59;115.90
963020183R;273.43;128.51
963020218R;294.73;138.52
963020248R;343.39;161.39
963020266R;126.43;59.42
963020295R;267.86;125.89
963020315R;304.90;143.30
963020474R;211.71;99.50
963020582R;375.62;176.54
963020587R;163.87;77.02
963020604R;306.91;144.25
963020619R;295.01;138.65
963020623R;366.82;172.41
963020624R;243.33;114.37
963020639R;239.29;112.47
963020644R;353.44;166.12
963020651R;325.13;152.81
963020685R;392.34;184.40
963020748R;178.26;83.78
963020870R;323.32;151.96
963020936R;239.29;112.47
963021091R;306.28;143.95
963021115R;231.24;108.68
963021293R;368.09;173.00
963021340R;343.39;161.39
963021407R;254.54;119.63
963021467R;347.48;163.32
963021483R;723.75;340.16
963021615R;261.75;123.02
963021619R;388.11;182.41
963021661R;398.03;187.07
963021679R;290.71;136.63
963021700R;302.23;142.05
963021712R;318.62;149.75
963021730R;178.69;83.98
963021756R;343.39;161.39
963021793R;477.62;224.48
963021816R;250.62;117.79
963021832R;163.87;77.02
963021854R;347.18;163.17
963021887R;1016.48;477.75
963021972R;407.50;191.53
963021976R;254.48;119.61
963022031R;225.79;106.12
963022066R;304.90;143.30
963022463R;402.91;189.37
963022477R;516.96;242.97
963022537R;336.50;158.16
963022553R;434.17;204.06
963022616R;350.77;164.86
963022701R;368.09;173.00
963022712R;203.06;95.44
963022720R;304.90;143.30
963022763R;339.45;159.54
963022782R;398.03;187.07
963022927R;222.19;104.43
963022943R;414.51;194.82
963023100R;356.53;167.57
963023121R;163.40;76.80
963023190R;347.18;163.17
963023517R;434.99;204.45
963023520R;176.50;82.96
963023575R;332.43;156.24
963023665R;516.96;242.97
963023677R;388.11;182.41
963023731R;197.55;92.85
963023801R;318.53;149.71
963023827R;242.10;113.79
963023851R;307.21;144.39
963023905R;267.83;125.88
963023915R;336.50;158.16
963023922R;305.43;143.55
963023958R;291.90;137.19
963023975R;326.86;153.62
963024KJ2A;408.16;191.84
963024020R;291.30;136.91
963024054R;434.99;204.45
963024059R;330.43;155.30
963024085R;328.54;154.41
963024112R;535.96;251.90
963024205R;347.48;163.32
963024306R;392.34;184.40
963024349R;251.69;118.29
963024456R;274.02;128.79
963024460R;211.71;99.50
963024627R;354.41;166.57
963024771R;547.79;257.46
963024816R;348.80;163.94
963024829R;308.34;144.92
963024894R;278.60;130.94
963025JN1D;409.97;192.69
963025JN1E;459.46;215.95
963025005R;216.77;101.88
963025108R;225.42;105.95
963025111R;178.69;83.98
963025130R;196.61;92.41
963025392R;318.62;149.75
963025411R;197.38;92.77
963025479R;129.54;60.88
963025521R;353.44;166.12
963025579R;250.62;117.79
963025583R;146.69;68.94
963025630R;426.21;200.32
963025707R;149.10;70.08
963025726R;271.85;127.77
963025832R;320.31;150.55
963025944R;339.45;159.54
963026046R;245.92;115.58
963026080R;353.44;166.12
963026086R;366.82;172.41
963026088R;307.41;144.48
963026216R;216.36;101.69
963026375R;171.67;80.68
963026382R;477.62;224.48
963026440R;163.87;77.02
963026687R;280.56;131.86
963026743R;426.21;200.32
963026871R;362.08;170.18
963026917R;291.30;136.91
963026962R;171.28;80.50
963027007R;277.22;130.29
963027154R;289.83;136.22
963027188R;214.33;100.74
963027201R;228.73;107.50
963027277R;207.82;97.68
963027443R;299.82;140.92
963027472R;196.60;92.40
963027553R;292.34;137.40
963027750R;306.09;143.86
963027811R;307.41;144.48
963027812R;306.28;143.95
963027849R;336.82;158.31
963027851R;306.66;144.13
963027883R;214.33;100.74
963027893R;270.30;127.04
963027907R;382.03;179.55
963028030R;296.60;139.40
963028064R;353.44;166.12
963028075R;297.22;139.69
963028148R;277.22;130.29
963028164R;234.41;110.17
963028217R;426.21;200.32
963028327R;230.92;108.53
963028538R;326.86;153.62
963028559R;311.54;146.42
963028590R;264.72;124.42
963028692R;388.11;182.41
963028746R;223.43;105.01
963028749R;328.94;154.60
963028796R;345.21;162.25
963028832R;250.60;117.78
963028926R;402.91;189.37
963028938R;238.23;111.97
963029005R;426.21;200.32
963029021R;320.31;150.55
963029097R;197.17;92.67
963029140R;294.84;138.57
963029147R;148.57;69.83
963029212R;270.30;127.04
963029293R;296.60;139.40
963029296R;189.05;88.85
963029461R;173.00;81.31
963029468R;338.07;158.89
963029473R;273.43;128.51
963029484R;305.47;143.57
963029619R;477.62;224.48
963029678R;362.08;170.18
963029680R;325.13;152.81
963029729R;392.34;184.40
963029836R;214.92;101.01
963029859R;245.92;115.58
963029910R;426.21;200.32
963029938R;277.22;130.29
963030955R;199.80;93.91
963031845R;343.67;161.52
963031869R;222.57;104.61
963032264R;357.36;167.96
963032273R;330.79;155.47
963032860R;338.28;158.99
963034432R;383.90;180.43
963034923R;392.25;184.36
963035198R;377.64;177.49
963035330R;383.90;180.43
963035508R;338.28;158.99
963037038R;343.67;161.52
963037055R;330.79;155.47
963038959R;411.62;193.46
963039269R;383.90;180.43
963039922R;366.53;172.27
963040831R;199.80;93.91
963041190R;392.25;184.36
963043202R;343.67;161.52
963044417R;413.45;194.32
963070963R;263.75;123.96
963120001R;60.62;42.43
963129935R;58.75;41.13
963130001R;60.62;42.43
963186631R;3.51;1.65
963195068R;3.94;1.85
96321CR920;382.83;267.98
96321JY01B;334.78;234.35
963210001R;291.85;204.30
963210006R;57.22;40.05
963210017R;68.77;48.14
963210024R;301.57;211.10
963210282R;373.51;261.46
963210621R;74.45;52.12
963210814R;48.63;34.04
963211144R;397.54;278.28
963211180R;320.93;224.65
963211230R;376.96;263.87
963211635R;42.07;29.45
963212055R;432.64;302.85
963212479R;88.13;61.69
963212948R;436.95;305.87
963213212R;359.65;251.76
963213450R;467.91;327.54
963213712R;258.35;180.85
963213836R;51.99;36.39
963214126R;374.54;262.18
963214204R;453.91;317.74
963214373R;373.51;261.46
963214610R;38.35;26.85
963214831R;59.58;41.71
963215095R;49.39;34.57
963215170R;436.95;305.87
963215409R;42.07;29.45
963215589R;57.22;40.05
963215715R;376.96;263.87
963216176R;41.10;28.77
963216424R;41.10;28.77
963216592R;376.96;263.87
963217003R;376.96;263.87
963217283R;399.44;279.61
963217348R;316.73;221.71
963217469R;51.99;36.39
963217478R;581.00;406.70
963217698R;51.99;36.39
963217990A;382.83;267.98
963218015R;505.08;353.56
963218448R;373.51;261.46
963219451R;634.90;444.43
963276484R;11.64;9.51
963311761R;330.79;155.47
963311925R;330.79;155.47
963315074R;343.67;161.52
963317005R;338.28;158.99
963317848R;383.90;180.43
963317930R;377.64;177.49
963318262R;383.90;180.43
963318646R;338.28;158.99
963319538R;199.61;93.82
963319925R;383.90;180.43
963650001R;57.52;42.16
963650003R;57.52;42.16
963650005R;49.37;36.19
963650020R;74.31;54.47
963650066R;42.45;31.12
963650114R;55.40;40.61
963650126R;61.72;45.24
963650202R;48.13;35.28
963650241R;56.06;41.09
963650640R;67.05;49.15
963650908R;54.82;40.18
963650995R;53.44;39.17
963651039R;62.68;45.94
963651231R;55.41;40.62
963651460R;56.06;41.09
963651494R;35.51;26.03
963651560R;37.48;27.47
963651588R;61.16;44.83
963651699R;61.16;44.83
963651875R;79.14;58.01
963651929R;58.27;42.71
963652664R;53.51;39.22
963652775R;74.68;54.74
963652855R;73.99;54.23
963653218R;73.37;53.78
963653294R;53.51;39.22
963653475R;42.31;31.01
963653492R;58.89;43.17
963653586R;48.58;35.61
963653735R;74.31;54.47
963653777R;98.73;72.37
963653951R;74.61;54.69
963654017R;70.51;51.68
963654524R;60.65;44.46
963654646R;49.37;36.19
963654699R;65.40;47.94
963654839R;65.40;47.94
963654873R;69.77;51.14
963654969R;79.14;58.01
963654973R;45.24;33.16
963655008R;58.89;43.17
963655132R;58.89;43.17
963655259R;86.58;63.46
963655366R;81.61;59.82
963655971R;61.16;44.83
963656103R;62.68;45.94
963656228R;98.73;72.37
963656392R;45.76;33.54
963656442R;75.84;55.59
963656780R;52.55;38.52
963656876R;48.58;35.61
963657068R;86.58;63.46
963657141R;75.84;55.59
963657180R;54.75;40.13
963657198R;67.84;49.73
963657229R;43.04;31.55
963657693R;32.24;23.63
963658306R;45.24;33.16
963658504R;55.40;40.61
963658510R;67.84;49.73
963658602R;62.06;45.49
963659127R;67.05;49.15
963659141R;41.46;30.39
963659175R;55.40;40.61
963659182R;39.47;28.93
963659231R;54.81;40.18
963659284R;39.47;28.93
963659772R;84.42;61.88
96366JY26A;54.81;40.18
963660001R;55.96;41.02
963660003R;57.52;42.16
963660005R;49.37;36.19
963660122R;55.41;40.62
963660303R;75.84;55.59
963660372R;61.16;44.83
963660940R;61.16;44.83
963661063R;45.24;33.16
963661097R;32.24;23.63
963661279R;39.47;28.93
963661850R;65.40;47.94
963662167R;67.84;49.73
963662279R;58.27;42.71
963662283R;61.66;45.20
963662354R;61.72;45.24
963662420R;58.89;43.17
963662628R;70.51;51.68
963662673R;65.40;47.94
963662898R;79.14;58.01
963663224R;98.73;72.37
963663355R;60.65;44.46
963663401R;53.51;39.22
963663477R;86.58;63.46
963663482R;43.04;31.55
963663523R;84.42;61.88
963663610R;81.61;59.82
963663955R;73.99;54.23
963664KE0B;89.18;65.37
963664KJ1B;73.70;54.02
963664019R;73.37;53.78
963664123R;62.06;45.49
963664305R;67.05;49.15
963664433R;53.44;39.17
963664523R;61.66;45.20
963664733R;55.40;40.61
963664787R;74.31;54.47
963664943R;45.76;33.54
963665050R;71.55;52.45
963665070R;54.75;40.13
963665456R;58.89;43.17
963665572R;81.61;59.82
963665711R;62.68;45.94
963665721R;86.58;63.46
963665922R;52.55;38.52
963666355R;53.51;39.22
963666389R;67.05;49.15
963666560R;55.40;40.61
963666614R;69.77;51.14
963666657R;67.84;49.73
963666685R;35.51;26.03
963666688R;79.14;58.01
963666702R;74.31;54.47
963666705R;61.16;44.83
963666711R;62.68;45.94
963667101R;74.61;54.69
963667305R;58.78;43.09
963667449R;133.80;98.08
963668110R;42.31;31.01
963668339R;56.06;41.09
963668349R;74.68;54.74
963668444R;67.84;49.73
963668682R;71.55;52.45
963668842R;54.81;40.18
963668992R;48.13;35.28
963669335R;75.84;55.59
963669510R;89.92;65.91
963669996R;45.24;33.16
963730016R;48.28;33.80
963730050R;45.36;31.75
963730063R;10.01;7.01
963730077R;53.35;37.35
963730273R;50.42;35.29
963730846R;54.83;38.38
963730986R;40.62;28.43
963731074R;49.93;34.95
963731115R;58.74;41.12
963731216R;44.06;30.84
963731321R;27.46;19.22
963731413R;64.67;45.27
963731414R;65.10;45.57
963731615R;39.52;27.66
963731951R;47.97;33.58
963732210R;68.04;47.63
963732372R;59.23;41.46
963732763R;54.83;38.38
963733115R;61.19;42.83
963733267R;41.43;29.00
963733278R;56.78;39.75
963733314R;38.87;27.21
963733555R;35.38;24.77
963733575R;50.42;35.29
963733833R;54.83;38.38
963734075R;59.23;41.46
963734102R;34.54;24.18
963734187R;42.28;29.60
963734341R;34.13;23.89
963734559R;50.42;35.29
963734568R;42.86;30.00
963734621R;46.00;32.20
963735075R;42.03;29.42
963735146R;44.06;30.84
963735605R;39.52;27.66
963735617R;39.12;27.38
963735760R;53.35;37.35
963735788R;51.80;36.26
963736088R;50.42;35.29
963736264R;58.03;40.62
963736440R;60.20;42.14
963736608R;39.52;27.66
963736747R;53.35;37.35
963736907R;42.86;30.00
963736915R;34.13;23.89
963737245R;39.52;27.66
963737288R;65.10;45.57
963737459R;34.13;23.89
963737470R;48.46;33.92
963737611R;46.00;32.20
963737675R;49.93;34.95
963737712R;50.42;35.29
963738002R;40.72;28.50
963738077R;32.28;22.60
963738392R;44.06;30.84
963738420R;53.35;37.35
963738533R;49.94;34.96
963738549R;49.43;34.60
963738572R;44.06;30.84
963738749R;54.51;38.16
963739020R;33.39;23.37
963739035R;44.06;30.84
963739179R;46.00;32.20
963739236R;46.00;32.20
963739423R;30.38;21.27
963739461R;49.94;34.96
963740016R;48.28;33.80
963740050R;45.36;31.75
963740063R;10.01;7.01
963740075R;53.35;37.35
963740135R;36.62;25.63
963740143R;33.70;23.59
963740206R;35.38;24.77
963740338R;58.03;40.62
963740749R;54.83;38.38
963740808R;34.54;24.18
963740843R;51.80;36.26
963740964R;33.39;23.37
963741273R;34.13;23.89
963741321R;47.97;33.58
963741411R;49.93;34.95
963742324R;50.42;35.29
963742403R;44.06;30.84
963742692R;48.46;33.92
963742880R;42.03;29.42
963743020R;68.04;47.63
963743136R;46.00;32.20
963743555R;44.06;30.84
963743725R;49.43;34.60
963744KE0B;87.99;61.59
963744049R;40.72;28.50
963744059R;61.19;42.83
963744309R;34.13;23.89
963744449R;54.51;38.16
963744823R;54.83;38.38
963744932R;39.12;27.38
963745109R;59.23;41.46
963745185R;53.35;37.35
963745252R;67.06;46.94
963745291R;46.00;32.20
963745293R;39.52;27.66
963745777R;50.42;35.29
963745830R;49.93;34.95
963745863R;49.94;34.96
963746226R;65.10;45.57
963746264R;49.94;34.96
963746558R;35.19;24.63
963746877R;42.86;30.00
963747093R;50.42;35.29
963747198R;34.13;23.89
963747201R;46.00;32.20
963747471R;49.94;34.96
963747529R;49.93;34.95
963747602R;44.06;30.84
963747626R;39.52;27.66
963747851R;53.35;37.35
963747931R;42.86;30.00
963748151R;35.38;24.77
963748188R;44.06;30.84
963748223R;56.78;39.75
963748240R;27.46;19.22
963748705R;50.42;35.29
963748811R;50.42;35.29
963748973R;49.93;34.95
963749038R;49.94;34.96
963749211R;49.94;34.96
963749227R;40.62;28.43
963749395R;65.10;45.57
963749494R;44.06;30.84
963749515R;54.83;38.38
963749535R;53.35;37.35
963749543R;41.19;28.83
963749696R;40.13;28.09
963749835R;39.12;27.38
963749836R;60.20;42.14
9640469680;91.64;54.98
969820880R;55.05;44.98
969824957R;41.37;33.80
969826323R;3.70;3.02
969827912R;17.44;14.25
969903272R;10.40;8.50
