article;list_price;buying_price;buying_price_self;discount;discount_self;description;weight;DLNR
119A09639R;355.80;147.30;124.89;58.6;64.9;SUPERKIT      F9Q;1500;7455
119102090R;57.42;46.91;41.40;18.3;27.9;HALTER       ZM15;400;7455
119200286R;35.83;15.77;12.61;56;64.8;RILLENRIEMEN HA15;60;7455
119200366R;94.46;41.56;33.25;56;64.8;KEILRIEMEN   YT15;180;7455
119200552R;94.46;41.56;33.25;56;64.8;KEILRIEMEN   ZP15;70;7455
119202A10A;71.89;31.63;25.31;56;64.8;KEILRIEMEN   ZI15;450;7455
119202462R;94.46;41.56;33.25;56;64.8;RILLENRIEMENZM15A;200;7455
119209818R;59.98;26.39;21.11;56;64.8;RIEMEN       DE15;50;7455
119230802R;79.01;40.30;35.87;49;54.6;SPANNROLLE   ZP15;200;7455
119231378R;79.01;40.30;35.87;49;54.6;UMLENKROLLE  ZJ15;250;7455
119231672R;79.01;40.30;35.87;49;54.6;UMLENKROLLE !ZP15;578;7455
119233947R;136.51;69.62;61.98;49;54.6;UMLENKROLLE  ZP15;220;7455
119235228R;79.01;40.30;35.87;49;54.6;ROLLE        DH15;190;7455
119238248R;79.01;40.30;35.87;49;54.6;SPANNER      4A15;140;7455
119239050R;79.01;40.30;35.87;49;54.6;SPANNROLLE   HA15;120;7455
119239146R;79.01;40.30;35.87;49;54.6;UML.ROLLE   !YM15;0;7455
119269993R;114.78;93.78;82.76;18.3;27.9;RIEMENSPANNERZM15;1500;7455
11955BV80A;123.55;63.01;56.09;49;54.6;UMLENKROLLE  ZL15;550;7455
119550772R;136.16;69.44;61.82;49;54.6;REP.SATZ     ZP15;690;7455
119553TA9D;123.55;63.01;56.09;49;54.6;SPANROLLE    ZN15;860;7455
122970030R;24.69;20.17;17.80;18.3;27.9;FLANSCH      DA10;0;7455
122974689R;29.19;23.85;21.05;18.3;27.9;FLANSCH      7A10;140;7455
122977139R;73.58;60.11;53.05;18.3;27.9;REP.SATZ     RZ10;250;7455
123037092R;122.64;57.64;51.51;53;58;REP-SATZ     ZJ10;1360;7455
130C10990R;396.16;142.62;116.87;64;70.5;KIT STEUERK. ZR11;1670;7455
130C11053R;555.16;199.86;163.77;64;70.5;STEUERKETTE  ZM11;1840;7455
130C12131R;301.06;108.38;88.81;64;70.5;REP.SATZ     ZA11;822;7455
130C12345R;504.20;181.51;148.74;64;70.5;STEUERKETTE  ZP11;1155;7455
130C13130R;301.06;108.38;88.81;64;70.5;REP.SATZ     AA88;795;7455
130C13191R;262.72;94.58;77.50;64;70.5;ZAHNRIEMEN   ZC11;850;7455
130C13666R;555.16;199.86;163.77;64;70.5;STEUERKETTE  ZM11;1830;7455
130C13954R;532.44;191.68;157.07;64;70.5;REP.SATZ     ZP11;1160;7455
130C14613R;314.18;113.10;92.68;64;70.5;ZAHNR.SATZ   ZJ11;200;7455
130C14807R;591.65;212.99;174.54;64;70.5;STEUERKETTE  ZM11;1860;7455
130C15830R;555.16;199.86;163.77;64;70.5;REP-SATZ     ZL11;1045;7455
130C16776R;207.73;74.78;61.28;64;70.5;ZAHNR.SATZ   HA58;428;7455
130C17007R;536.22;193.04;158.18;64;70.5;REP.SATZ     2A11;0;7455
130C17039R;591.65;212.99;174.54;64;70.5;STEUERKETTE  ZP11;1070;7455
130C17480R;278.06;100.10;82.03;64;70.5;ZAHNR.SATZ   ZC11;435;7455
130C17529R;233.60;84.10;68.91;64;70.5;ZAHNR.SATZ   ZC11;855;7455
130C17561R;260.16;93.66;76.75;64;70.5;RIEMEN.SATZ  ZJ11;750;7455
130C17833R;591.65;212.99;174.54;64;70.5;REP.SATZ     ZM11;2020;7455
130C18964R;526.73;189.62;155.39;64;70.5;STEUERK.-SATZ5Q11;1840;7455
130C19386R;591.29;212.86;174.43;64;70.5;STEUERKET.SA 4A11;1840;7455
130C19656R;301.06;108.38;88.81;64;70.5;REP-SATZ     RA11;795;7455
130C19799R;550.57;198.21;162.42;64;70.5;STEUERKETTE  7P11;572;7455
130C19924R;521.59;187.77;153.87;64;70.5;KETTENSATZ   YT11;1850;7455
130495TP0A;87.32;48.03;41.74;45;52.2;DECKEL       CN11;128;7455
130707668R;85.19;43.45;38.68;49;54.6;SPANNROLLE  !ZL15;258;7455
130800299R;128.82;74.72;66.73;42;48.2;VENTIL       IA10;76;7455
130801275R;120.87;70.10;62.61;42;48.2;PH.SCHIEBER  DI11;120;7455
130801485R;116.35;67.48;60.27;42;48.2;VENTIL       ZR14;150;7455
130851KC3A;131.12;66.87;59.53;49;54.6;KETTENSPANNERZL11;160;7455
130911KC3B;131.12;66.87;59.53;49;54.6;KETTENSPANNERZL11;100;7455
132764P100;10.07;8.23;7.26;18.3;27.9;DICHTUNG     ZM11;20;7455
135061002R;12.98;10.60;8.83;18.3;32;GRIFF        DN52;20;7455
140496681R;8.69;7.10;6.27;18.3;27.9;HALTER       RN18;64;7455
140498376R;39.38;32.17;28.39;18.3;27.9;REP.-SATZ    YM18;10;7455
140499242R;8.94;7.30;6.45;18.3;27.9;HALTER       RN18;65;7455
140499722R;8.18;6.68;5.90;18.3;27.9;HALTER       RN18;35;7455
144C01379R;33.20;27.12;23.94;18.3;27.9;HALTER       7U19;200;7455
144C03262R;40.02;32.70;28.85;18.3;27.9;HALTER       DN19;286;7455
144C06562R;5.75;4.70;4.15;18.3;27.9;HALTER       4A31;70;7455
144C06894R;39.38;32.17;28.39;18.3;27.9;HALTER       DI19;549;7455
144C07329R;18.29;14.94;13.19;18.3;27.9;HALTER       YM19;194;7455
144C20082R;19.84;16.21;14.30;18.3;27.9;HALTER       JK13;140;7455
144C26836R;1.85;1.51;1.33;18.3;27.9;SCHELLE      FU13;60;7455
144D00432R;10.23;8.36;7.38;18.3;27.9;HALTER       ZJ12;130;7455
144D01090R;55.98;45.74;40.36;18.3;27.9;HALTER       JA12;78;7455
144D02076R;11.24;9.18;8.10;18.3;27.9;HALTER       ZM12;155;7455
144D02666R;46.98;38.38;33.87;18.3;27.9;HALTER       YT12;540;7455
144D03985R;16.22;13.25;11.69;18.3;27.9;HALTER       ZM12;120;7455
144D06388R;9.98;8.15;7.20;18.3;27.9;HALTER       YM12;157;7455
144D06604R;52.02;42.50;37.51;18.3;27.9;HALTER       ZP12;185;7455
144D06796R;65.48;53.50;47.21;18.3;27.9;HALTER       ZP12;240;7455
144D07554R;84.79;69.27;61.13;18.3;27.9;HALTER       ZP12;199;7455
144D08499R;38.11;31.14;27.48;18.3;27.9;HALTER       ZP12;300;7455
144D09707R;39.38;32.17;28.39;18.3;27.9;HALTER       7C12;245;7455
144D22173R;277.45;152.60;136.78;45;50.7;ROHR         YQ12;640;7455
144D24359R;277.45;152.60;136.78;45;50.7;SCHLAUCH     4A12;820;7455
144D25662R;242.61;133.44;119.61;45;50.7;SCHLAUCH     ZR12;870;7455
144E64925R;61.67;50.38;44.46;18.3;27.9;HALTER       YT46;290;7455
144E70720R;69.08;56.44;49.81;18.3;27.9;HALTER       YM46;290;7455
144G14731R;409.60;237.57;212.17;42;48.2;STELLANTRIEB GA12;530;7455
144434JA0A;126.22;103.12;91.00;18.3;27.9;HALTER       5Q19;212;7455
144514220R;29.33;23.96;21.15;18.3;27.9;HITZEBLECH   ZP12;260;7455
14460HX40B;277.45;152.60;136.78;45;50.7;SCHLAUCH     5A13;960;7455
14460JD70B;277.45;152.60;136.78;45;50.7;SCHLAUCH     QQ13;655;7455
14460JG70A;277.45;152.60;136.78;45;50.7;SCHLAUCH     QQ13;275;7455
14460JY00C;277.45;152.60;136.78;45;50.7;LUFTEINLASS  QQ13;290;7455
14460JY00D;277.45;152.60;136.78;45;50.7;ROHR         QQ13;180;7455
144600002R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FU13;955;7455
144600003R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FA13;565;7455
144600107R;277.45;152.60;136.78;45;50.7;SCHLAUCH     QN13;1200;7455
144600108R;277.45;152.60;136.78;45;50.7;SCHLAUCH     JA13;910;7455
144600161R;277.45;152.60;136.78;45;50.7;SCHLAUCH     BA13;720;7455
144600199R;277.45;152.60;136.78;45;50.7;SCHLAUCH     JA13;590;7455
144600374R;277.45;152.60;136.78;45;50.7;SCHLAUCH     DQ13;1070;7455
144600392R;244.43;134.44;120.50;45;50.7;SCHLAUCH     4A12;350;7455
144600442R;277.45;152.60;136.78;45;50.7;SCHLAUCH     5A13;890;7455
144600492R;277.45;152.60;136.78;45;50.7;SCHLAUCH     DQ13;409;7455
144600509R;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH YM13;1540;7455
144600588R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;980;7455
144600635R;277.45;152.60;136.78;45;50.7;SCHLAUCH     7P13;630;7455
144600646R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;830;7455
144600803R;83.24;45.78;41.04;45;50.7;SCHLAUCH     DN13;350;7455
144600828R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;1420;7455
144600835R;277.45;152.60;136.78;45;50.7;SCHLAUCH     DU13;850;7455
144600867R;277.45;152.60;136.78;45;50.7;SCHLAUCH     7A13;550;7455
144601001R;277.45;152.60;136.78;45;50.7;SCHLAUCH     5A13;1120;7455
144601417R;277.45;152.60;136.78;45;50.7;SCHLAUCH     7U13;820;7455
144601591R;262.99;144.64;129.65;45;50.7;LADELUFTSCHL.2A13;750;7455
144601599R;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH CJ13;1320;7455
144601765R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;1970;7455
144601915R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YM13;1670;7455
144602126R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YL14;1440;7455
144602179R;83.24;45.78;41.04;45;50.7;LUFTFUEHRUNG 5K13;430;7455
144602282R;277.45;152.60;136.78;45;50.7;SCHLAUCH     IA13;820;7455
144602464R;277.45;152.60;136.78;45;50.7;SCHLAUCH     DI13;570;7455
144602487R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FP13;1295;7455
144602500R;277.45;152.60;136.78;45;50.7;LEITUNG      DU13;720;7455
144602744R;277.45;152.60;136.78;45;50.7;SCHLAUCH     RN13;1020;7455
144602753R;277.45;152.60;136.78;45;50.7;SCHLAUCH     7U13;540;7455
144602862R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;2640;7455
144602899R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FU13;615;7455
144603116R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FA13;880;7455
144603145R;277.45;152.60;136.78;45;50.7;LEITUNG      YT13;2030;7455
144603257R;277.45;152.60;136.78;45;50.7;LADELUFTSCHL.GA13;240;7455
144603264R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FU13;460;7455
144603415R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FA13;575;7455
144603659R;277.45;152.60;136.78;45;50.7;TURBOSCHLAUCHQN13;970;7455
144603839R;619.70;340.84;305.51;45;50.7;LUFTSCHLAUCH 2A13;1410;7455
144604BD0A;743.30;408.82;366.45;45;50.7;SCHLAUCH     QN13;1060;7455
144604BD1B;277.45;152.60;136.78;45;50.7;LADELUFTSCHL.QN13;830;7455
144604BE2C;277.45;152.60;136.78;45;50.7;TURBOSCHLAUCH4A13;440;7455
144604EB3C;277.45;152.60;136.78;45;50.7;TURBOSCHLAUCH4A13;700;7455
144604JA0C;277.45;152.60;136.78;45;50.7;SCHLAUCH     5Q13;350;7455
144604JA2B;277.45;152.60;136.78;45;50.7;LADEL.SCHL.  5Q13;960;7455
144604018R;277.45;152.60;136.78;45;50.7;TURBOSCHLAUCHDH13;740;7455
144604161R;257.60;141.68;127.00;45;50.7;SCHLAUCH     2A13;450;7455
144604208R;269.36;148.15;132.79;45;50.7;SCHLAUCH     DH13;900;7455
144604405R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FU13;1070;7455
144604527R;277.45;152.60;136.78;45;50.7;ANSCHLUSS    XY13;320;7455
144604599R;277.45;152.60;136.78;45;50.7;SCHLAUCH     CJ13;420;7455
144604607R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FU13;925;7455
144604814R;277.45;152.60;136.78;45;50.7;SCHLAUCH     7A13;210;7455
144604837R;277.45;152.60;136.78;45;50.7;SCHLAUCH     DN13;710;7455
144604864R;277.45;152.60;136.78;45;50.7;SCHLAUCH     DN13;1100;7455
144604914R;277.45;152.60;136.78;45;50.7;FUEHRUNG     4A13;214;7455
144604965R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;585;7455
144605EK0A;284.13;156.27;140.08;45;50.7;STUTZEN      4A13;180;7455
144605014R;248.89;136.89;122.70;45;50.7;SCHLAUCH     5A13;520;7455
144605043R;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH CN13;560;7455
144605086R;277.45;152.60;136.78;45;50.7;LEITUNG      IA13;450;7455
144605171R;267.03;146.87;131.65;45;50.7;SCHLAUCH     YQ13;2330;7455
144605225R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;1170;7455
144605243R;277.45;152.60;136.78;45;50.7;SCHLAUCH     DH13;500;7455
144605319R;321.65;176.91;158.57;45;50.7;SCHLAUCH     7A19;1000;7455
144605470R;277.45;152.60;136.78;45;50.7;SCHLAUCH     7A13;930;7455
144605567R;264.95;145.72;130.62;45;50.7;SCHLAUCH     QQ54;920;7455
144605593R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;685;7455
144605647R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;1020;7455
144605705R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FU13;1495;7455
144605770R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YM13;1600;7455
144605812R;277.45;152.60;136.78;45;50.7;SCHLAUCH     7A13;1300;7455
144605956R;277.45;152.60;136.78;45;50.7;SCHLAUCH     GA13;960;7455
144605995R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;700;7455
144606UB0A;277.45;152.60;136.78;45;50.7;LEITUNG      5K13;960;7455
144606UB0B;277.45;152.60;136.78;45;50.7;SCHACHT      5K13;660;7455
144606106R;462.04;254.12;227.79;45;50.7;SCHLAUCH     FU13;2155;7455
144606126R;277.45;152.60;136.78;45;50.7;LEITUNG      YT13;510;7455
144606143R;277.45;152.60;136.78;45;50.7;SCHLAUCH     UP13;700;7455
144606247R;277.45;152.60;136.78;45;50.7;SCHLAUCH     GA36;870;7455
144606343R;277.45;152.60;136.78;45;50.7;SCHLAUCH     RN13;610;7455
144606515R;277.45;152.60;136.78;45;50.7;SCHLAUCH     RN13;600;7455
144606931R;296.13;162.87;145.99;45;50.7;SCHLAUCH     DH13;600;7455
144607FV0A;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH 5A13;1050;7455
144607FY0A;393.44;216.39;193.97;45;50.7;SCHLAUCH;2585;7455
144607033R;170.09;93.55;83.85;45;50.7;SCHLAUCH     5A13;650;7455
144607035R;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH TM13;1240;7455
144607066R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YL13;1115;7455
144607119R;257.60;141.68;127.00;45;50.7;LUFTSCHLAUCH RN13;260;7455
144607250R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YT13;950;7455
144607476R;277.45;152.60;136.78;45;50.7;SCHLAUCH     7A13;1120;7455
144607512R;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH DJ13;530;7455
144607562R;277.45;152.60;136.78;45;50.7;SCHLAUCH     4A13;110;7455
144607625R;277.45;152.60;136.78;45;50.7;TURBOSCHLAUCHDQ13;642;7455
144607725R;277.45;152.60;136.78;45;50.7;SCHLAUCH     DN13;600;7455
144607746R;277.45;152.60;136.78;45;50.7;SCHLAUCH     UA13;1160;7455
144607751R;277.45;152.60;136.78;45;50.7;SCHLAUCH     RN13;650;7455
144607753R;277.45;152.60;136.78;45;50.7;SCHLAUCH     5A13;580;7455
144607788R;264.53;145.49;130.41;45;50.7;LUFTSCHLAUCH 7A19;2000;7455
144607842R;330.17;181.59;162.77;45;50.7;SCHLAUCH     CN13;410;7455
144607865R;237.77;130.77;117.22;45;50.7;LEITUNG      5A13;670;7455
144607906R;335.68;184.62;165.49;45;50.7;SCHLAUCH     PA13;1555;7455
144607933R;277.45;152.60;136.78;45;50.7;SCHLAUCH     YL13;1175;7455
144608003R;257.60;141.68;127.00;45;50.7;LADELUFTSCHL.RN13;1620;7455
144608199R;277.45;152.60;136.78;45;50.7;SCHLAUCH     4A13;1000;7455
144608245R;214.54;118.00;105.77;45;50.7;SCHLAUCH     DQ13;1620;7455
144608304R;305.27;167.90;150.50;45;50.7;ROHR         DC13;1751;7455
144608356R;277.45;152.60;136.78;45;50.7;SCHLAUCH     JA13;520;7455
144608373R;277.45;152.60;136.78;45;50.7;SCHLAUCH     JA13;600;7455
144608386R;277.45;152.60;136.78;45;50.7;SCHLAUCH     7A13;700;7455
144608430R;277.45;152.60;136.78;45;50.7;SCHLAUCH   YT13;1230;7455
144608432R;277.45;152.60;136.78;45;50.7;SCHLAUCH     GA13;490;7455
144608435R;269.36;148.15;132.79;45;50.7;SCHLAUCH     7A13;1000;7455
144608470R;265.84;146.21;131.06;45;50.7;SCHLAUCH     7A13;530;7455
144608527R;277.45;152.60;136.78;45;50.7;SCHLAUCH     DU13;545;7455
144608573R;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH DH13;150;7455
144608578R;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH BA13;720;7455
144608957R;277.45;152.60;136.78;45;50.7;SCHLAUCH     5A13;600;7455
144609120R;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH GA13;810;7455
144609369R;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH DQ13;460;7455
144609531R;277.45;152.60;136.78;45;50.7;LUFTSCHLAUCH 7P13;280;7455
144609670R;277.45;152.60;136.78;45;50.7;SCHLAUCH     RN13;700;7455
144609794R;277.45;152.60;136.78;45;50.7;SCHLAUCH     FA13;305;7455
144609899R;277.45;152.60;136.78;45;50.7;SCHLAUCH     RA13;1420;7455
144609994R;277.45;152.60;136.78;45;50.7;SCHLAUCH     RN13;1450;7455
14463JG72A;277.45;152.60;136.78;45;50.7;SCHLAUCH     QQ13;630;7455
144632831R;277.45;152.60;136.78;45;50.7;SCHLAUCH     7A13;910;7455
144634BD0A;277.45;152.60;136.78;45;50.7;TURBOSCHLAUCHQN13;580;7455
144634EB0C;277.45;152.60;136.78;45;50.7;SCHLAUCH     RN13;680;7455
144634JA0B;277.45;152.60;136.78;45;50.7;SCHLAUCH     4A13;630;7455
144634JA1D;277.45;152.60;136.78;45;50.7;SCHLAUCH     5Q13;110;7455
144634570R;277.45;152.60;136.78;45;50.7;SCHLAUCH     2A13;1320;7455
144635688R;277.45;152.60;136.78;45;50.7;SCHLAUCH     JA13;610;7455
144637670R;277.45;152.60;136.78;45;50.7;LUFTEINLASS  QQ13;510;7455
144637829R;277.45;152.60;136.78;45;50.7;SCHLAUCH     JA13;700;7455
144638079R;32.77;18.02;16.16;45;50.7;SCHLAUCH     FU13;0;7455
144638449R;75.82;41.70;37.38;45;50.7;LUFTSCHLAUCH DQ13;160;7455
144674BD0B;58.88;48.10;42.45;18.3;27.9;ANSCHLUSS    4A13;291;7455
144830222R;135.50;78.59;70.19;42;48.2;VENTIL       DQ13;370;7455
144830771R;235.30;136.47;121.89;42;48.2;SCHLAUCH     IA13;445;7455
144835951R;129.53;75.13;67.10;42;48.2;SCHLAUCH     FA13;810;7455
144838486R;154.07;89.36;79.81;42;48.2;SCHLAUCH     FA13;360;7455
14486JY70A;5.89;4.81;4.25;18.3;27.9;HALTER       QQ42;145;7455
144864724R;96.45;78.80;69.54;18.3;27.9;HALTER       7P11;348;7455
144865409R;85.29;69.68;61.49;18.3;27.9;HALTER       DK13;365;7455
144874KV1A;79.75;65.16;57.50;18.3;27.9;HALTER       7A19;374;7455
145138377R;268.88;147.88;132.56;45;50.7;VENTIL       ZR12;855;7455
146423159R;29.77;24.32;21.46;18.3;27.9;HALTER       7A37;141;7455
146427334R;57.42;46.91;41.40;18.3;27.9;HALTER       DI37;230;7455
146429391R;48.82;39.89;35.20;18.3;27.9;HALTER       7A37;115;7455
147B05102R;785.82;416.48;447.92;47;43;AUSPUFFROHR  YT19;2700;7455
147B05269R;504.73;267.51;287.70;47;43;EGR          7A19;3000;7455
147B08010R;458.71;243.12;261.46;47;43;ABGASKLAPPE  7U19;935;7455
147135966R;102.65;56.46;50.61;45;50.7;LEITUNG      7A14;130;7455
147170061R;86.21;70.43;62.16;18.3;27.9;HALTER       4A14;1144;7455
147170741R;128.73;105.17;92.81;18.3;27.9;EGR          ZJ14;870;7455
147171653R;195.32;159.58;140.83;18.3;27.9;VERTEILER    DQ14;1150;7455
147257790R;651.42;345.25;371.31;47;43;EGR          YM19;1800;7455
147350678R;264.37;140.12;150.69;47;43;EGR-KUEHLER  ZQ14;2040;7455
147350718R;193.67;102.65;110.39;47;43;EGR KOMPLETT ZJ14;1020;7455
147350782R;337.62;178.94;192.44;47;43;KUEHLER      ZM14;0;7455
147351881R;264.37;140.12;150.69;47;43;VENTIL       5Q14;2428;7455
147353457R;264.37;140.12;150.69;47;43;EGR-KUEHLER  ZM14;2600;7455
147353806R;736.38;390.28;419.74;47;43;KUEHLER      ZM14;3010;7455
147353981R;264.37;140.12;150.69;47;43;KUEHLER      ZM14;1525;7455
147354PM1A;1011.94;536.33;576.81;47;43;EGR-KUEHLER  ZP14;1240;7455
147354114R;244.09;129.37;139.13;47;43;ABGASREGLER  ZJ14;2230;7455
147354256R;264.37;140.12;150.69;47;43;EGR-VENTIL   5Q14;2608;7455
147354591R;390.41;206.92;222.53;47;43;EGR-KUEHLER  RN14;2080;7455
147354876R;264.37;140.12;150.69;47;43;VENTIL       5Q14;2382;7455
147355238R;264.37;140.12;150.69;47;43;EGR-KUEHLER  ZM14;2494;7455
147355889R;264.37;140.12;150.69;47;43;EGR-KUEHLER  ZJ14;2246;7455
147356011R;337.62;178.94;192.44;47;43;WAERMETAUSCH.ZM14;2300;7455
147356446R;247.70;131.28;141.19;47;43;EGR-KUEHLER  ZM14;2310;7455
147357082R;253.75;134.49;144.64;47;43;MULTIVENTIL  ZJ14;2160;7455
147357086R;279.77;148.28;159.47;47;43;GEHAEUSE     ZR14;2480;7455
147357324R;253.75;134.49;144.64;47;43;MULTIVENTIL  ZJ14;2142;7455
147357337R;245.47;130.10;139.92;47;43;WAERMETAUSCH.TM14;1904;7455
147357493R;175.42;92.97;99.99;47;43;EGR KOMPLETT ZJ14;1020;7455
147357722R;304.80;161.54;173.74;47;43;EGR VENTIL   PA14;1000;7455
147358452R;810.62;429.63;462.05;47;43;EGR-VENTIL   TM14;2090;7455
147358604R;312.01;165.37;177.85;47;43;WAERMETAUSCH.5A14;1850;7455
147359714R;194.80;103.24;111.04;47;43;EGR VENTIL   ZJ14;975;7455
147359823R;253.22;134.21;144.34;47;43;EGR KUEHLER  7A14;1624;7455
149114270R;112.12;87.23;76.24;22.2;32;LEITUNG      ZE14;40;7455
149119208R;111.06;86.40;75.52;22.2;32;ENTLUEFTUNG  7C14;60;7455
149121487R;123.40;96.01;83.91;22.2;32;LEITUNG      QN19;200;7455
149126090R;123.40;96.01;83.91;22.2;32;LEITUNG      DN14;220;7455
149170923R;90.52;49.79;44.63;45;50.7;LEITUNG      4A14;112;7455
149171606R;68.14;37.48;33.59;45;50.7;SCHLAUCH     ZR14;41;7455
149175344R;23.24;12.78;11.46;45;50.7;SCHLAUCH     ZP14;30;7455
149176456R;82.30;45.27;40.57;45;50.7;LEITUNG      CJ14;500;7455
149176901R;71.86;39.52;35.43;45;50.7;SCHLAUCH     ZM14;46;7455
149179119R;28.27;15.55;13.94;45;50.7;LEITUNG      ZR14;40;7455
149223699R;191.90;111.30;99.40;42;48.2;VENTIL       DN14;420;7455
14930AX00A;128.82;74.72;66.73;42;48.2;DRUCKMESSER  QQ14;110;7455
149303YM0A;112.59;65.30;58.32;42;48.2;VENTIL       GA14;117;7455
149304ED0A;94.02;54.53;48.70;42;48.2;VENTIL       5A14;60;7455
149304569R;94.02;54.53;48.70;42;48.2;ELEKTROPUMPE FA14;60;7455
149304749R;191.90;111.30;99.40;42;48.2;DRUCKREGLER  DI14;430;7455
149305RB1A;112.59;65.30;58.32;42;48.2;VENTIL       ZP12;78;7455
149305385R;94.02;54.53;48.70;42;48.2;MODUL        UA37;105;7455
149320952R;55.03;44.96;39.68;18.3;27.9;HALTER       ZM14;200;7455
149329902R;41.10;33.58;29.63;18.3;27.9;HALTER       ZR14;260;7455
149405998R;111.06;86.40;75.52;22.2;32;PUMPE        5K14;480;7455
149500004R;123.40;96.01;83.91;22.2;32;AKTIV.FILTER FA14;740;7455
149501402R;126.41;98.35;85.96;22.2;32;ABSORBER     4A14;680;7455
149502437R;123.40;96.01;83.91;22.2;32;KOHLEFILTER  CJ14;649;7455
149502698R;123.40;96.01;83.91;22.2;32;FILTER       7A14;1230;7455
149502710R;123.40;96.01;83.91;22.2;32;AKTIVK.BEH.  DI14;940;7455
149503989R;122.11;95.00;83.03;22.2;32;FILTER       CN14;1210;7455
149503995R;113.88;88.60;77.44;22.2;32;ABSORBER     7C14;1390;7455
149504GB0B;123.40;96.01;83.91;22.2;32;AKTIVKOHLEF. 5A14;390;7455
149504164R;123.40;96.01;83.91;22.2;32;ABSORBER     DN14;1290;7455
149504335R;123.40;96.01;83.91;22.2;32;FILTER       DI14;1050;7455
149504480R;123.40;96.01;83.91;22.2;32;AKTIV.FILTER DQ14;840;7455
149504493R;123.40;96.01;83.91;22.2;32;AKTIVKOHLEFI.CJ14;690;7455
149505479R;123.40;96.01;83.91;22.2;32;FILTER       DI14;1070;7455
149505949R;123.40;96.01;83.91;22.2;32;AKTIVKOHL.FILDN14;1120;7455
149506N208;123.40;96.01;83.91;22.2;32;AKTIVK.FILTERQQ14;410;7455
149506382R;123.40;96.01;83.91;22.2;32;A.KOHLEFILT. 4A14;550;7455
149507892R;123.40;96.01;83.91;22.2;32;KOHLEFILTER  DA14;650;7455
149508016R;123.40;96.01;83.91;22.2;32;AKTIVK.FILTER7A14;560;7455
149509212R;110.90;86.28;75.41;22.2;32;FILTER       4A14;1180;7455
149509484R;123.40;96.01;83.91;22.2;32;AKTIVK.-FILT.DI60;960;7455
149509765R;123.40;96.01;83.91;22.2;32;ABSORBER     DN14;1270;7455
149520160R;29.33;23.96;21.15;18.3;27.9;HALTER       7A14;280;7455
149520373R;57.42;46.91;41.40;18.3;27.9;HALTER       2A14;502;7455
149520734R;57.42;46.91;41.40;18.3;27.9;HALTER       DO46;820;7455
149521034R;27.18;21.15;18.48;22.2;32;HALTERUNG    QN14;190;7455
149523014R;57.42;46.91;41.40;18.3;27.9;HALTER       7A14;750;7455
149523490R;48.82;39.89;35.20;18.3;27.9;HALTER       7U14;590;7455
149523561R;5.04;4.12;3.63;18.3;27.9;HALTER       DQ14;55;7455
149524183R;48.82;39.89;35.20;18.3;27.9;HALTER       7C14;999;7455
149524990R;48.82;39.89;35.20;18.3;27.9;HALTER       7A14;7200;7455
149525885R;110.46;90.25;79.64;18.3;27.9;HALTER       4A14;1210;7455
149528398R;32.51;26.56;23.44;18.3;27.9;HALTER       DK14;400;7455
149528863R;48.82;39.89;35.20;18.3;27.9;HALTER       7A14;370;7455
149528942R;98.86;80.77;71.28;18.3;27.9;HALTER       CN14;810;7455
149529053R;40.97;33.47;29.54;18.3;27.9;HALTER       2A14;300;7455
149529528R;32.43;26.50;23.38;18.3;27.9;HALTER       DH14;480;7455
149529640R;50.84;41.54;36.66;18.3;27.9;HALTER       GA14;1100;7455
